Day  ,JD  ,Month  ,State_id  ,Year  ,PRCP (in),SNOW (in),TAVE (F),TMAX (F),TMIN (F) 
28,59,2,'212142',1986,0,0,20,29,10 
1,60,3,'212142',1986,0,0,31,40,22 
2,61,3,'212142',1986,0,0,29,35,23 
3,62,3,'212142',1986,0,0,34,36,31 
4,63,3,'212142',1986,0,0,27,39,14 
5,64,3,'212142',1986,0.02,0.1,24,32,16 
6,65,3,'212142',1986,0,0,11,21,1 
7,66,3,'212142',1986,0,0,-7,9,-23 
8,67,3,'212142',1986,0.02,0,18,32,4 
9,68,3,'212142',1986,0.24,0.2,31,34,27 
10,69,3,'212142',1986,0,0,27,32,22 
11,70,3,'212142',1986,0,0,26,44,8 
12,71,3,'212142',1986,0,0,36,44,28 
13,72,3,'212142',1986,0.01,0,36,40,31 
14,73,3,'212142',1986,0,0,35,40,30 
15,74,3,'212142',1986,0,0,29,44,14 
16,75,3,'212142',1986,0,0,30,46,14 
17,76,3,'212142',1986,0,0,40,49,30 
18,77,3,'212142',1986,0,0,34,40,28 
19,78,3,'212142',1986,0,0,12,15,8 
20,79,3,'212142',1986,0,0,11,29,-7 
21,80,3,'212142',1986,0,0,34,47,20 
22,81,3,'212142',1986,0,0,44,53,35 
23,82,3,'212142',1986,0,0,36,50,22 
24,83,3,'212142',1986,0,0,31,43,18 
25,84,3,'212142',1986,0,0,43,53,32 
26,85,3,'212142',1986,0,0,37,51,22 
27,86,3,'212142',1986,0,0,35,49,21 
28,87,3,'212142',1986,0,0,51,65,37 
29,88,3,'212142',1986,0,0,53,72,33 
30,89,3,'212142',1986,0,0,51,66,35 
31,90,3,'212142',1986,0,0,51,60,42 
1,91,4,'212142',1986,0,0,42,53,31 
2,92,4,'212142',1986,0.04,0,43,58,27 
3,93,4,'212142',1986,0,0,43,53,33 
4,94,4,'212142',1986,0.42,0,40,51,28 
5,95,4,'212142',1986,0.03,0,39,43,35 
6,96,4,'212142',1986,0.03,0,51,64,38 
7,97,4,'212142',1986,0,0,46,58,34 
8,98,4,'212142',1986,0,0,42,52,32 
9,99,4,'212142',1986,0,0,40,56,23 
10,100,4,'212142',1986,0,0,46,67,25 
11,101,4,'212142',1986,0,0,49,70,28 
12,102,4,'212142',1986,0,0,40,61,19 
13,103,4,'212142',1986,0.65,0,36,50,22 
14,104,4,'212142',1986,1.05,0,41,47,35 
15,105,4,'212142',1986,0,0,40,50,29 
16,106,4,'212142',1986,0,0,45,62,27 
17,107,4,'212142',1986,0,0,47,58,36 
18,108,4,'212142',1986,0.91,0,49,53,44 
19,109,4,'212142',1986,0.1,0,47,56,38 
20,110,4,'212142',1986,0,0,42,51,32 
21,111,4,'212142',1986,0,0,35,46,24 
22,112,4,'212142',1986,0,0,40,57,23 
23,113,4,'212142',1986,0,0,60,73,46 
24,114,4,'212142',1986,0,0,57,71,42 
25,115,4,'212142',1986,0.33,0,49,56,41 
26,116,4,'212142',1986,0.21,0,43,50,36 
27,117,4,'212142',1986,0.61,0,46,49,42 
28,118,4,'212142',1986,0.24,0,39,44,34 
29,119,4,'212142',1986,0.3,0,50,71,28 
30,120,4,'212142',1986,0.23,0,59,69,48 
1,121,5,'212142',1986,0,0,43,56,30 
2,122,5,'212142',1986,0,0,41,56,25 
3,123,5,'212142',1986,0,0,48,65,31 
4,124,5,'212142',1986,0,0,68,85,51 
5,125,5,'212142',1986,0.14,0,69,77,61 
6,126,5,'212142',1986,0.05,0,52,66,38 
7,127,5,'212142',1986,0.59,0,49,58,39 
8,128,5,'212142',1986,0.26,0,49,57,40 
9,129,5,'212142',1986,0.2,0,55,68,42 
10,130,5,'212142',1986,0.21,0,63,70,55 
11,131,5,'212142',1986,0.27,0,65,75,54 
12,132,5,'212142',1986,0,0,63,69,57 
13,133,5,'212142',1986,0,0,56,72,40 
14,134,5,'212142',1986,0.32,0,58,74,41 
15,135,5,'212142',1986,0,0,56,69,43 
16,136,5,'212142',1986,0,0,54,68,40 
17,137,5,'212142',1986,0,0,49,58,39 
18,138,5,'212142',1986,0,0,48,64,31 
19,139,5,'212142',1986,0,0,51,68,34 
20,140,5,'212142',1986,0,0,52,68,36 
21,141,5,'212142',1986,0,0,53,71,35 
22,142,5,'212142',1986,0,0,57,73,41 
23,143,5,'212142',1986,0.29,0,60,73,47 
24,144,5,'212142',1986,0.3,0,59,70,47 
25,145,5,'212142',1986,0.03,0,58,67,48 
26,146,5,'212142',1986,0,0,62,78,45 
27,147,5,'212142',1986,0,0,65,84,45 
28,148,5,'212142',1986,0,0,68,85,50 
29,149,5,'212142',1986,0,0,68,85,51 
30,150,5,'212142',1986,0,0,71,88,54 
31,151,5,'212142',1986,0.02,0,75,87,63 
1,152,6,'212142',1986,0,0,62,69,55 
2,153,6,'212142',1986,0,0,61,74,47 
3,154,6,'212142',1986,0.18,0,75,87,62 
4,155,6,'212142',1986,0,0,63,70,56 
5,156,6,'212142',1986,0,0,59,75,42 
6,157,6,'212142',1986,0.4,0,62,73,50 
7,158,6,'212142',1986,0,0,64,71,57 
8,159,6,'212142',1986,0,0,60,76,43 
9,160,6,'212142',1986,0,0,68,80,55 
10,161,6,'212142',1986,0.03,0,69,78,59 
11,162,6,'212142',1986,0,0,59,62,55 
12,163,6,'212142',1986,0,0,63,73,52 
13,164,6,'212142',1986,0.1,0,59,76,42 
14,165,6,'212142',1986,0,0,63,75,51 
15,166,6,'212142',1986,0.48,0,67,77,56 
16,167,6,'212142',1986,0,0,61,76,46 
17,168,6,'212142',1986,0.83,0,60,76,44 
18,169,6,'212142',1986,0.08,0,74,88,60 
19,170,6,'212142',1986,0,0,78,90,65 
20,171,6,'212142',1986,1.78,0,77,90,63 
21,172,6,'212142',1986,0.13,0,75,84,65 
22,173,6,'212142',1986,0,0,68,79,56 
23,174,6,'212142',1986,0,0,66,77,55 
24,175,6,'212142',1986,0,0,57,73,41 
25,176,6,'212142',1986,0,0,74,90,58 
26,177,6,'212142',1986,0,0,80,87,72 
27,178,6,'212142',1986,0,0,74,85,62 
28,179,6,'212142',1986,0,0,66,78,54 
29,180,6,'212142',1986,0,0,64,78,50 
30,181,6,'212142',1986,0,0,66,73,59 
1,182,7,'212142',1986,0.05,0,68,76,59 
2,183,7,'212142',1986,0,0,63,76,50 
3,184,7,'212142',1986,0.83,0,69,83,54 
4,185,7,'212142',1986,0,0,75,87,62 
5,186,7,'212142',1986,0.06,0,78,86,69 
6,187,7,'212142',1986,0.02,0,67,78,55 
7,188,7,'212142',1986,0.09,0,71,84,57 
8,189,7,'212142',1986,0.09,0,71,81,60 
9,190,7,'212142',1986,0,0,67,83,51 
10,191,7,'212142',1986,0.32,0,72,80,63 
11,192,7,'212142',1986,0.2,0,67,72,61 
12,193,7,'212142',1986,0.3,0,65,72,58 
13,194,7,'212142',1986,0.02,0,66,74,58 
14,195,7,'212142',1986,0,0,68,82,54 
15,196,7,'212142',1986,0,0,75,86,63 
16,197,7,'212142',1986,0.55,0,77,85,68 
17,198,7,'212142',1986,0.08,0,76,84,68 
18,199,7,'212142',1986,0.05,0,76,90,62 
19,200,7,'212142',1986,0,0,75,88,62 
20,201,7,'212142',1986,0,0,68,77,58 
21,202,7,'212142',1986,0,0,67,80,53 
22,203,7,'212142',1986,0,0,70,86,54 
23,204,7,'212142',1986,0.11,0,79,88,69 
24,205,7,'212142',1986,0.11,0,78,88,68 
25,206,7,'212142',1986,0,0,65,79,50 
26,207,7,'212142',1986,0.86,0,70,81,59 
27,208,7,'212142',1986,0,0,71,81,60 
28,209,7,'212142',1986,0,0,69,80,58 
29,210,7,'212142',1986,1.55,0,73,85,61 
30,211,7,'212142',1986,0,0,73,83,62 
31,212,7,'212142',1986,0,0,66,76,55 
1,213,8,'212142',1986,0,0,65,74,56 
2,214,8,'212142',1986,0,0,60,69,51 
3,215,8,'212142',1986,0,0,63,80,46 
4,216,8,'212142',1986,0,0,69,83,55 
5,217,8,'212142',1986,0.78,0,73,84,62 
6,218,8,'212142',1986,1.15,0,72,86,58 
7,219,8,'212142',1986,0.09,0,71,81,60 
8,220,8,'212142',1986,0,0,67,82,51 
9,221,8,'212142',1986,0,0,68,81,55 
10,222,8,'212142',1986,0,0,55,64,46 
11,223,8,'212142',1986,0,0,58,75,41 
12,224,8,'212142',1986,0,0,62,75,48 
13,225,8,'212142',1986,0.65,0,68,72,64 
14,226,8,'212142',1986,0.33,0,66,73,59 
15,227,8,'212142',1986,0.3,0,69,86,52 
16,228,8,'212142',1986,0,0,74,83,64 
17,229,8,'212142',1986,0,0,65,79,51 
18,230,8,'212142',1986,0,0,67,79,54 
19,231,8,'212142',1986,0.05,0,72,84,60 
20,232,8,'212142',1986,0.04,0,72,83,60 
21,233,8,'212142',1986,0.31,0,55,71,38 
22,234,8,'212142',1986,0.3,0,60,68,52 
23,235,8,'212142',1986,0,0,61,76,45 
24,236,8,'212142',1986,0.11,0,65,74,56 
25,237,8,'212142',1986,0.27,0,70,78,61 
26,238,8,'212142',1986,0,0,64,75,52 
27,239,8,'212142',1986,0,0,48,63,33 
28,240,8,'212142',1986,0,0,51,69,32 
29,241,8,'212142',1986,0,0,58,71,45 
30,242,8,'212142',1986,0,0,63,78,47 
31,243,8,'212142',1986,0.29,0,69,74,63 
1,244,9,'212142',1986,2.07,0,68,72,63 
2,245,9,'212142',1986,1.7,0,66,69,62 
3,246,9,'212142',1986,0.11,0,67,73,60 
4,247,9,'212142',1986,0,0,59,68,49 
5,248,9,'212142',1986,0,0,54,63,44 
6,249,9,'212142',1986,0,0,48,56,40 
7,250,9,'212142',1986,0,0,50,67,33 
8,251,9,'212142',1986,0,0,54,71,37 
9,252,9,'212142',1986,0.38,0,55,70,40 
10,253,9,'212142',1986,0.1,0,54,55,52 
11,254,9,'212142',1986,0,0,60,68,52 
12,255,9,'212142',1986,0.27,0,56,66,46 
13,256,9,'212142',1986,0,0,48,62,33 
14,257,9,'212142',1986,0.36,0,49,54,44 
15,258,9,'212142',1986,0,0,51,61,40 
16,259,9,'212142',1986,0.41,0,50,60,40 
17,260,9,'212142',1986,0,0,52,57,47 
18,261,9,'212142',1986,0,0,51,60,42 
19,262,9,'212142',1986,1.06,0,51,58,44 
20,263,9,'212142',1986,0,0,53,58,47 
21,264,9,'212142',1986,0.04,0,58,63,53 
22,265,9,'212142',1986,0,0,58,65,51 
23,266,9,'212142',1986,0,0,60,72,48 
24,267,9,'212142',1986,0.26,0,59,71,46 
25,268,9,'212142',1986,0,0,67,76,58 
26,269,9,'212142',1986,0,0,65,78,52 
27,270,9,'212142',1986,0,0,65,77,52 
28,271,9,'212142',1986,0.15,0,51,61,41 
29,272,9,'212142',1986,0,0,55,61,48 
30,273,9,'212142',1986,0,0,52,68,36 
1,274,10,'212142',1986,0.05,0,51,65,37 
2,275,10,'212142',1986,0,0,53,59,47 
3,276,10,'212142',1986,0,0,49,56,42 
4,277,10,'212142',1986,0,0,46,59,32 
5,278,10,'212142',1986,0,0,43,47,38 
6,279,10,'212142',1986,0.06,0,47,64,29 
7,280,10,'212142',1986,0,0,55,65,44 
8,281,10,'212142',1986,0,0,44,54,33 
9,282,10,'212142',1986,0,0,36,51,21 
10,283,10,'212142',1986,0.04,0,43,49,36 
11,284,10,'212142',1986,0,0,40,48,32 
12,285,10,'212142',1986,0.02,0.1,33,38,28 
13,286,10,'212142',1986,0,0,32,43,21 
14,287,10,'212142',1986,0,0,40,52,27 
15,288,10,'212142',1986,0,0,41,50,32 
16,289,10,'212142',1986,0,0,48,64,31 
17,290,10,'212142',1986,0,0,48,62,34 
18,291,10,'212142',1986,0,0,51,64,38 
19,292,10,'212142',1986,0,0,57,71,43 
20,293,10,'212142',1986,0,0,52,69,35 
21,294,10,'212142',1986,0,0,52,73,31 
22,295,10,'212142',1986,0,0,57,70,44 
23,296,10,'212142',1986,0,0,42,44,40 
24,297,10,'212142',1986,0,0,46,52,39 
25,298,10,'212142',1986,0.01,0,45,50,39 
26,299,10,'212142',1986,0,0,49,58,39 
27,300,10,'212142',1986,0,0,49,67,31 
28,301,10,'212142',1986,0,0,52,58,46 
29,302,10,'212142',1986,0,0,36,46,26 
30,303,10,'212142',1986,0,0,39,48,29 
31,304,10,'212142',1986,0.07,0,43,55,31 
1,305,11,'212142',1986,0,0,25,33,17 
2,306,11,'212142',1986,0.05,0,29,44,14 
3,307,11,'212142',1986,0,0,36,43,28 
4,308,11,'212142',1986,0,0,26,39,13 
5,309,11,'212142',1986,0,0,42,54,30 
6,310,11,'212142',1986,0.16,0,38,46,30 
7,311,11,'212142',1986,1.04,0.2,36,41,31 
8,312,11,'212142',1986,0.21,3,31,47,14 
9,313,11,'212142',1986,0.05,1.3,12,14,9 
10,314,11,'212142',1986,0,0,5,9,1 
11,315,11,'212142',1986,0,0,7,15,-2 
12,316,11,'212142',1986,0,0,2,9,-5 
13,317,11,'212142',1986,0,0,4,14,-6 
14,318,11,'212142',1986,0.02,0.2,19,22,15 
15,319,11,'212142',1986,0.03,0.3,16,20,11 
16,320,11,'212142',1986,0,0,27,35,18 
17,321,11,'212142',1986,0,0,16,29,2 
18,322,11,'212142',1986,0,0,10,20,-1 
19,323,11,'212142',1986,0.1,1.3,15,28,2 
20,324,11,'212142',1986,0,0,18,28,7 
21,325,11,'212142',1986,0.02,0,21,34,7 
22,326,11,'212142',1986,0.01,0,28,30,25 
23,327,11,'212142',1986,0,0,17,20,13 
24,328,11,'212142',1986,0,0,31,45,17 
25,329,11,'212142',1986,0,0,37,39,34 
26,330,11,'212142',1986,0,0,27,40,13 
27,331,11,'212142',1986,0,0,36,40,31 
28,332,11,'212142',1986,0,0,37,41,32 
29,333,11,'212142',1986,0,0,27,34,19 
30,334,11,'212142',1986,0,0,27,32,21 
1,335,12,'212142',1986,0,0,28,39,17 
2,336,12,'212142',1986,0.06,0.2,25,31,19 
3,337,12,'212142',1986,0.05,0.5,24,28,20 
4,338,12,'212142',1986,0,0,10,17,3 
5,339,12,'212142',1986,0,0,16,30,2 
6,340,12,'212142',1986,0.01,0.5,11,23,-2 
7,341,12,'212142',1986,0,0,16,22,9 
8,342,12,'212142',1986,0,0,18,31,5 
9,343,12,'212142',1986,0.02,0.2,12,24,-1 
10,344,12,'212142',1986,0.07,1.8,4,17,-9 
11,345,12,'212142',1986,0,0,11,24,-2 
12,346,12,'212142',1986,0,0,-10,-1,-18 
13,347,12,'212142',1986,0.02,0.2,-4,12,-20 
14,348,12,'212142',1986,0,0,18,23,12 
15,349,12,'212142',1986,0,0,24,39,8 
16,350,12,'212142',1986,0,0,23,42,4 
17,351,12,'212142',1986,0,0,29,35,22 
18,352,12,'212142',1986,0,0,28,36,19 
19,353,12,'212142',1986,0,0,16,29,3 
20,354,12,'212142',1986,0,0,15,32,-2 
21,355,12,'212142',1986,0,0,21,35,7 
22,356,12,'212142',1986,0,0,31,38,24 
23,357,12,'212142',1986,0,0,25,40,9 
24,358,12,'212142',1986,0,0,27,31,23 
25,359,12,'212142',1986,0,0,19,26,12 
26,360,12,'212142',1986,0,0,23,34,12 
27,361,12,'212142',1986,0,0,30,37,23 
28,362,12,'212142',1986,0,0,22,38,6 
29,363,12,'212142',1986,0,0,25,32,18 
30,364,12,'212142',1986,0,0,26,31,21 
31,365,12,'212142',1986,0.02,0.3,24,30,18 
1,1,1,'212142',1987,0,0,9,19,-1 
2,2,1,'212142',1987,0,0,13,29,-4 
3,3,1,'212142',1987,0,0,25,35,15 
4,4,1,'212142',1987,0,0,22,35,9 
5,5,1,'212142',1987,0.01,0,30,32,27 
6,6,1,'212142',1987,0,0,29,30,28 
7,7,1,'212142',1987,0,0,21,26,16 
8,8,1,'212142',1987,0,0,20,32,8 
9,9,1,'212142',1987,0,0,15,28,2 
10,10,1,'212142',1987,0,0,18,22,14 
11,11,1,'212142',1987,0,0,28,41,15 
12,12,1,'212142',1987,0,0,29,43,15 
13,13,1,'212142',1987,0,0,34,47,21 
14,14,1,'212142',1987,0,0,30,40,20 
15,15,1,'212142',1987,0,0,6,20,-8 
16,16,1,'212142',1987,0,0,5,18,-8 
17,17,1,'212142',1987,0,0.1,12,19,4 
18,18,1,'212142',1987,0.16,4,11,18,4 
19,19,1,'212142',1987,0.03,0.5,10,19,0 
20,20,1,'212142',1987,0.04,1,-2,12,-15 
21,21,1,'212142',1987,0.01,0.3,17,26,8 
22,22,1,'212142',1987,0,0,1,12,-10 
23,23,1,'212142',1987,0,0,-18,-2,-33 
24,24,1,'212142',1987,0,0,-14,3,-30 
25,25,1,'212142',1987,0,0,6,14,-2 
26,26,1,'212142',1987,0,0,11,24,-2 
27,27,1,'212142',1987,0,0,18,26,9 
28,28,1,'212142',1987,0.11,1.5,22,25,19 
29,29,1,'212142',1987,0.11,1,27,31,22 
30,30,1,'212142',1987,0,0,23,27,19 
31,31,1,'212142',1987,0,0,27,37,16 
1,32,2,'212142',1987,0.07,0,27,33,20 
2,33,2,'212142',1987,0.01,0,24,36,12 
3,34,2,'212142',1987,0,0,23,36,9 
4,35,2,'212142',1987,0,0,22,29,14 
5,36,2,'212142',1987,0,0,22,35,9 
6,37,2,'212142',1987,0,0,32,45,18 
7,38,2,'212142',1987,0.01,0,34,46,21 
8,39,2,'212142',1987,0,0,23,37,8 
9,40,2,'212142',1987,0,0,29,41,16 
10,41,2,'212142',1987,0,0,27,37,16 
11,42,2,'212142',1987,0,0,34,43,24 
12,43,2,'212142',1987,0,0,32,39,25 
13,44,2,'212142',1987,0,0,31,37,24 
14,45,2,'212142',1987,0,0,20,25,14 
15,46,2,'212142',1987,0.22,2.5,19,25,12 
16,47,2,'212142',1987,0,0,21,27,15 
17,48,2,'212142',1987,0,0,16,35,-3 
18,49,2,'212142',1987,0,0,18,37,-1 
19,50,2,'212142',1987,0.01,0,25,34,16 
20,51,2,'212142',1987,0.1,0.6,28,31,25 
21,52,2,'212142',1987,0,0,28,32,23 
22,53,2,'212142',1987,0,0,26,29,23 
23,54,2,'212142',1987,0.02,0.3,25,33,16 
24,55,2,'212142',1987,0.02,0.2,34,39,28 
25,56,2,'212142',1987,0,0,34,39,28 
26,57,2,'212142',1987,0,0,35,40,30 
27,58,2,'212142',1987,0.09,1.2,35,40,30 
28,59,2,'212142',1987,0.3,2,34,37,30 
1,60,3,'212142',1987,0,0,25,31,19 
2,61,3,'212142',1987,0,0,13,22,4 
3,62,3,'212142',1987,0,0,19,38,-1 
4,63,3,'212142',1987,0,0,40,50,29 
5,64,3,'212142',1987,0,0,37,53,21 
6,65,3,'212142',1987,0,0,53,66,40 
7,66,3,'212142',1987,0,0,48,67,28 
8,67,3,'212142',1987,0,0,42,58,25 
9,68,3,'212142',1987,0,0,16,26,5 
10,69,3,'212142',1987,0,0,19,28,9 
11,70,3,'212142',1987,0,0,26,30,21 
12,71,3,'212142',1987,0,0,23,34,11 
13,72,3,'212142',1987,0,0,32,43,21 
14,73,3,'212142',1987,0,0,35,42,28 
15,74,3,'212142',1987,0,0,34,45,22 
16,75,3,'212142',1987,0,0,38,47,28 
17,76,3,'212142',1987,0,0,41,50,31 
18,77,3,'212142',1987,0.02,0,41,47,35 
19,78,3,'212142',1987,0,0,40,45,35 
20,79,3,'212142',1987,0,0,49,59,38 
21,80,3,'212142',1987,0,0,47,57,36 
22,81,3,'212142',1987,0.06,0,39,47,31 
23,82,3,'212142',1987,0.17,0,40,44,36 
24,83,3,'212142',1987,0,0,38,41,34 
25,84,3,'212142',1987,0,0,38,41,34 
26,85,3,'212142',1987,0,0,33,36,30 
27,86,3,'212142',1987,0,0,32,42,21 
28,87,3,'212142',1987,0,0,15,21,8 
29,88,3,'212142',1987,0,0,16,23,9 
30,89,3,'212142',1987,0,0,19,33,4 
31,90,3,'212142',1987,0.04,0.2,33,48,17 
1,91,4,'212142',1987,0.04,0.3,37,47,26 
2,92,4,'212142',1987,0,0,26,36,16 
3,93,4,'212142',1987,0,0,31,45,16 
4,94,4,'212142',1987,0,0,42,59,24 
5,95,4,'212142',1987,0,0,45,66,24 
6,96,4,'212142',1987,0,0,49,72,25 
7,97,4,'212142',1987,0,0,50,72,27 
8,98,4,'212142',1987,0,0,51,74,28 
9,99,4,'212142',1987,0,0,56,74,38 
10,100,4,'212142',1987,0,0,44,55,32 
11,101,4,'212142',1987,0,0,46,58,34 
12,102,4,'212142',1987,0,0,46,61,30 
13,103,4,'212142',1987,0.02,0,51,60,42 
14,104,4,'212142',1987,0,0,49,63,35 
15,105,4,'212142',1987,0,0,51,70,31 
16,106,4,'212142',1987,0,0,56,69,42 
17,107,4,'212142',1987,0,0,59,80,38 
18,108,4,'212142',1987,0,0,64,85,42 
19,109,4,'212142',1987,0,0,71,84,58 
20,110,4,'212142',1987,0.03,0,62,80,44 
21,111,4,'212142',1987,0,0,46,62,30 
22,112,4,'212142',1987,0,0,46,69,22 
23,113,4,'212142',1987,0,0,56,68,43 
24,114,4,'212142',1987,0,0,50,60,39 
25,115,4,'212142',1987,0,0,60,76,43 
26,116,4,'212142',1987,0,0,65,79,50 
27,117,4,'212142',1987,0,0,56,74,38 
28,118,4,'212142',1987,0,0,56,80,31 
29,119,4,'212142',1987,0,0,64,82,45 
30,120,4,'212142',1987,0.05,0,49,62,35 
1,121,5,'212142',1987,0,0,57,69,45 
2,122,5,'212142',1987,0,0,58,72,43 
3,123,5,'212142',1987,0,0,57,72,42 
4,124,5,'212142',1987,0,0,54,71,37 
5,125,5,'212142',1987,0,0,57,75,39 
6,126,5,'212142',1987,0,0,58,74,42 
7,127,5,'212142',1987,0,0,58,76,40 
8,128,5,'212142',1987,0,0,60,84,35 
9,129,5,'212142',1987,0,0,64,82,45 
10,130,5,'212142',1987,0.02,0,73,88,57 
11,131,5,'212142',1987,0,0,64,83,44 
12,132,5,'212142',1987,0,0,55,76,34 
13,133,5,'212142',1987,0.33,0,70,76,64 
14,134,5,'212142',1987,0,0,61,75,46 
15,135,5,'212142',1987,0.13,0,63,85,40 
16,136,5,'212142',1987,0,0,78,90,65 
17,137,5,'212142',1987,0.97,0,71,90,52 
18,138,5,'212142',1987,0.01,0,48,52,44 
19,139,5,'212142',1987,0.08,0,50,59,41 
20,140,5,'212142',1987,1.4,0,58,64,52 
21,141,5,'212142',1987,0.7,0,54,63,45 
22,142,5,'212142',1987,0,0,48,59,36 
23,143,5,'212142',1987,0,0,49,59,38 
24,144,5,'212142',1987,0.04,0,55,62,48 
25,145,5,'212142',1987,0.66,0,57,62,51 
26,146,5,'212142',1987,0.01,0,61,72,50 
27,147,5,'212142',1987,0,0,69,77,61 
28,148,5,'212142',1987,0.01,0,70,78,61 
29,149,5,'212142',1987,0.13,0,70,78,62 
30,150,5,'212142',1987,0,0,70,80,60 
31,151,5,'212142',1987,0,0,68,83,52 
1,152,6,'212142',1987,0,0,73,82,63 
2,153,6,'212142',1987,0.02,0,62,72,51 
3,154,6,'212142',1987,0,0,56,68,43 
4,155,6,'212142',1987,0,0,62,78,45 
5,156,6,'212142',1987,0,0,63,79,47 
6,157,6,'212142',1987,0,0,72,85,59 
7,158,6,'212142',1987,0,0,72,85,59 
8,159,6,'212142',1987,0,0,64,75,52 
9,160,6,'212142',1987,0,0,54,73,35 
10,161,6,'212142',1987,0.1,0,63,73,52 
11,162,6,'212142',1987,0,0,71,85,56 
12,163,6,'212142',1987,0,0,68,86,50 
13,164,6,'212142',1987,0,0,77,91,62 
14,165,6,'212142',1987,0,0,73,91,55 
15,166,6,'212142',1987,0,0,68,86,49 
16,167,6,'212142',1987,0.35,0,75,90,59 
17,168,6,'212142',1987,0,0,78,90,65 
18,169,6,'212142',1987,0,0,71,86,56 
19,170,6,'212142',1987,0,0,69,86,52 
20,171,6,'212142',1987,0,0,71,84,57 
21,172,6,'212142',1987,0,0,73,86,59 
22,173,6,'212142',1987,0.82,0,76,90,62 
23,174,6,'212142',1987,0,0,78,90,65 
24,175,6,'212142',1987,0,0,66,78,54 
25,176,6,'212142',1987,0,0,60,69,50 
26,177,6,'212142',1987,0,0,57,64,49 
27,178,6,'212142',1987,0,0,62,79,44 
28,179,6,'212142',1987,0.1,0,66,77,55 
29,180,6,'212142',1987,0.02,0,64,72,55 
30,181,6,'212142',1987,0,0,60,78,41 
1,182,7,'212142',1987,0.09,0,65,74,55 
2,183,7,'212142',1987,0,0,66,74,57 
3,184,7,'212142',1987,0,0,63,81,44 
4,185,7,'212142',1987,0,0,65,81,49 
5,186,7,'212142',1987,0.05,0,71,79,63 
6,187,7,'212142',1987,0.02,0,69,85,52 
7,188,7,'212142',1987,0,0,75,87,63 
8,189,7,'212142',1987,0,0,65,81,49 
9,190,7,'212142',1987,0,0,75,87,63 
10,191,7,'212142',1987,0.89,0,76,87,64 
11,192,7,'212142',1987,0.15,0,75,86,64 
12,193,7,'212142',1987,0.02,0,60,68,52 
13,194,7,'212142',1987,0,0,59,71,47 
14,195,7,'212142',1987,0,0,58,72,44 
15,196,7,'212142',1987,0,0,66,81,51 
16,197,7,'212142',1987,0.02,0,79,92,65 
17,198,7,'212142',1987,1.1,0,79,92,65 
18,199,7,'212142',1987,0,0,77,87,67 
19,200,7,'212142',1987,0.8,0,72,80,64 
20,201,7,'212142',1987,0.15,0,69,81,57 
21,202,7,'212142',1987,1,0,74,88,60 
22,203,7,'212142',1987,0.2,0,78,91,65 
23,204,7,'212142',1987,0,0,77,90,64 
24,205,7,'212142',1987,0.05,0,69,80,58 
25,206,7,'212142',1987,0.04,0,73,83,62 
26,207,7,'212142',1987,0,0,77,88,66 
27,208,7,'212142',1987,0,0,73,88,58 
28,209,7,'212142',1987,0,0,78,88,68 
29,210,7,'212142',1987,0,0,79,92,65 
30,211,7,'212142',1987,0,0,79,93,65 
31,212,7,'212142',1987,0.1,0,84,97,70 
1,213,8,'212142',1987,0.16,0,84,97,70 
2,214,8,'212142',1987,0.85,0,79,92,65 
3,215,8,'212142',1987,0,0,78,92,63 
4,216,8,'212142',1987,0,0,65,75,54 
5,217,8,'212142',1987,0,0,64,80,48 
6,218,8,'212142',1987,0,0,68,76,60 
7,219,8,'212142',1987,0,0,63,78,48 
8,220,8,'212142',1987,0,0,65,80,50 
9,221,8,'212142',1987,0,0,70,81,58 
10,222,8,'212142',1987,0,0,67,83,50 
11,223,8,'212142',1987,0,0,75,83,67 
12,224,8,'212142',1987,0.05,0,68,79,57 
13,225,8,'212142',1987,0,0,60,78,41 
14,226,8,'212142',1987,0.94,0,67,79,55 
15,227,8,'212142',1987,0.2,0,74,86,61 
16,228,8,'212142',1987,0,0,71,82,60 
17,229,8,'212142',1987,0.5,0,63,73,53 
18,230,8,'212142',1987,0.02,0,61,72,50 
19,231,8,'212142',1987,0.02,0,58,74,41 
20,232,8,'212142',1987,0,0,67,79,55 
21,233,8,'212142',1987,0.04,0,71,79,62 
22,234,8,'212142',1987,0,0,61,76,46 
23,235,8,'212142',1987,0,0,50,66,33 
24,236,8,'212142',1987,0,0,57,73,40 
25,237,8,'212142',1987,0.17,0,61,67,54 
26,238,8,'212142',1987,0.03,0,57,60,54 
27,239,8,'212142',1987,0.67,0,60,72,47 
28,240,8,'212142',1987,0,0,59,74,44 
29,241,8,'212142',1987,0.15,0,66,79,53 
30,242,8,'212142',1987,0,0,65,76,53 
31,243,8,'212142',1987,0,0,51,68,33 
1,244,9,'212142',1987,0,0,55,66,44 
2,245,9,'212142',1987,0,0,55,73,37 
3,246,9,'212142',1987,0,0,67,78,56 
4,247,9,'212142',1987,0.55,0,69,78,59 
5,248,9,'212142',1987,0.37,0,60,69,50 
6,249,9,'212142',1987,0,0,60,74,45 
7,250,9,'212142',1987,0.5,0,64,73,55 
8,251,9,'212142',1987,0,0,55,72,38 
9,252,9,'212142',1987,0.05,0,63,73,52 
10,253,9,'212142',1987,0.02,0,58,72,44 
11,254,9,'212142',1987,0,0,49,61,36 
12,255,9,'212142',1987,0.37,0,47,60,33 
