Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
Day  ,JD  ,Month  ,State_id  ,Year  ,PRCP (in),TAVE (F),TMAX (F),TMIN (F) 
1,182,7,'417945',1994,0,87,98,76 
2,183,7,'417945',1994,0,87,96,78 
3,184,7,'417945',1994,0,87,98,76 
4,185,7,'417945',1994,0,87,97,77 
5,186,7,'417945',1994,0,88,98,78 
6,187,7,'417945',1994,0,89,99,79 
7,188,7,'417945',1994,0,90,101,78 
8,189,7,'417945',1994,0,90,100,79 
9,190,7,'417945',1994,0.5,89,100,78 
10,191,7,'417945',1994,0,86,96,75 
11,192,7,'417945',1994,0,88,100,76 
12,193,7,'417945',1994,0,89,100,77 
13,194,7,'417945',1994,0,88,99,77 
14,195,7,'417945',1994,0,89,98,79 
15,196,7,'417945',1994,0,89,99,79 
16,197,7,'417945',1994,0,90,100,79 
17,198,7,'417945',1994,0,89,100,77 
18,199,7,'417945',1994,0,88,100,75 
19,200,7,'417945',1994,0,88,100,76 
20,201,7,'417945',1994,0,90,101,78 
21,202,7,'417945',1994,0,90,101,78 
22,203,7,'417945',1994,0,89,101,77 
23,204,7,'417945',1994,0,91,103,78 
24,205,7,'417945',1994,0,89,103,75 
25,206,7,'417945',1994,0,90,104,75 
26,207,7,'417945',1994,0,90,103,76 
27,208,7,'417945',1994,0,90,101,79 
28,209,7,'417945',1994,0,84,96,71 
29,210,7,'417945',1994,0,83,99,67 
30,211,7,'417945',1994,0,81,92,70 
31,212,7,'417945',1994,0,85,94,75 
1,213,8,'417945',1994,0,85,97,73 
2,214,8,'417945',1994,0,85,97,73 
3,215,8,'417945',1994,0,85,97,73 
4,216,8,'417945',1994,0,86,96,76 
5,217,8,'417945',1994,0.01,84,96,72 
6,218,8,'417945',1994,0,84,98,70 
7,219,8,'417945',1994,0,88,99,77 
8,220,8,'417945',1994,0,89,99,79 
9,221,8,'417945',1994,2,79,86,72 
10,222,8,'417945',1994,0,83,94,71 
11,223,8,'417945',1994,0,82,94,70 
12,224,8,'417945',1994,0,84,95,72 
13,225,8,'417945',1994,0,86,97,75 
14,226,8,'417945',1994,0,87,98,76 
15,227,8,'417945',1994,0,87,98,75 
16,228,8,'417945',1994,0,86,99,73 
17,229,8,'417945',1994,0,88,100,76 
18,230,8,'417945',1994,0,90,101,78 
19,231,8,'417945',1994,0,90,100,79 
20,232,8,'417945',1994,0,90,101,78 
21,233,8,'417945',1994,0,86,96,76 
22,234,8,'417945',1994,0,88,99,76 
23,235,8,'417945',1994,0,89,100,78 
24,236,8,'417945',1994,0,89,100,78 
25,237,8,'417945',1994,0,87,97,76 
26,238,8,'417945',1994,0,87,98,76 
27,239,8,'417945',1994,0,87,98,75 
28,240,8,'417945',1994,0,86,98,73 
29,241,8,'417945',1994,0,89,99,78 
30,242,8,'417945',1994,0.02,85,93,77 
31,243,8,'417945',1994,0.51,83,90,75 
1,244,9,'417945',1994,0.28,86,95,76 
2,245,9,'417945',1994,0,85,96,74 
3,246,9,'417945',1994,0,84,96,72 
4,247,9,'417945',1994,0,87,99,75 
5,248,9,'417945',1994,0,86,98,73 
6,249,9,'417945',1994,0,88,100,75 
7,250,9,'417945',1994,1.25,85,100,70 
8,251,9,'417945',1994,0.92,74,77,71 
9,252,9,'417945',1994,1.72,76,82,70 
10,253,9,'417945',1994,0,79,89,68 
11,254,9,'417945',1994,0.04,80,88,72 
12,255,9,'417945',1994,0.13,81,87,74 
13,256,9,'417945',1994,0.68,81,89,73 
14,257,9,'417945',1994,0.44,80,87,72 
15,258,9,'417945',1994,0,82,91,72 
16,259,9,'417945',1994,0.06,81,90,71 
17,260,9,'417945',1994,0,77,90,63 
18,261,9,'417945',1994,0,74,91,57 
19,262,9,'417945',1994,0,76,92,59 
20,263,9,'417945',1994,0,76,90,62 
21,264,9,'417945',1994,0,76,90,61 
22,265,9,'417945',1994,0,71,83,58 
23,266,9,'417945',1994,0,68,83,52 
24,267,9,'417945',1994,0,71,84,57 
25,268,9,'417945',1994,0,71,90,52 
26,269,9,'417945',1994,0,75,93,56 
27,270,9,'417945',1994,0,78,96,60 
28,271,9,'417945',1994,0,78,94,62 
29,272,9,'417945',1994,0,76,93,58 
30,273,9,'417945',1994,0,78,90,65 
1,274,10,'417945',1994,0,78,95,61 
2,275,10,'417945',1994,0,81,96,65 
3,276,10,'417945',1994,0,82,96,68 
4,277,10,'417945',1994,0,84,95,73 
5,278,10,'417945',1994,0,77,91,63 
6,279,10,'417945',1994,0,81,92,69 
7,280,10,'417945',1994,3.9,77,88,66 
8,281,10,'417945',1994,0.92,71,80,62 
9,282,10,'417945',1994,0,66,76,55 
10,283,10,'417945',1994,0,63,77,48 
11,284,10,'417945',1994,0,62,79,45 
12,285,10,'417945',1994,0,64,82,46 
13,286,10,'417945',1994,0,65,80,49 
14,287,10,'417945',1994,0.5,62,67,57 
15,288,10,'417945',1994,0.25,67,74,60 
16,289,10,'417945',1994,0.09,81,88,74 
17,290,10,'417945',1994,0,82,90,74 
18,291,10,'417945',1994,2.03,72,77,67 
19,292,10,'417945',1994,0,80,89,71 
20,293,10,'417945',1994,0,82,90,74 
21,294,10,'417945',1994,0,83,90,75 
22,295,10,'417945',1994,0,80,89,70 
23,296,10,'417945',1994,0,78,87,68 
24,297,10,'417945',1994,0,80,88,72 
25,298,10,'417945',1994,1.96,67,76,57 
26,299,10,'417945',1994,0,62,69,54 
27,300,10,'417945',1994,0.1,58,64,52 
28,301,10,'417945',1994,0,66,75,56 
29,302,10,'417945',1994,0,67,81,52 
30,303,10,'417945',1994,0,68,80,56 
31,304,10,'417945',1994,0,71,86,56 
1,305,11,'417945',1994,0,59,74,44 
2,306,11,'417945',1994,0,73,86,59 
3,307,11,'417945',1994,0,81,86,75 
4,308,11,'417945',1994,0,81,85,76 
5,309,11,'417945',1994,0.38,65,77,53 
6,310,11,'417945',1994,0,62,77,47 
7,311,11,'417945',1994,0,64,79,48 
8,312,11,'417945',1994,0,79,86,72 
9,313,11,'417945',1994,0.06,67,80,54 
10,314,11,'417945',1994,0,57,67,47 
11,315,11,'417945',1994,0,56,66,46 
12,316,11,'417945',1994,0,63,69,56 
13,317,11,'417945',1994,0,74,81,67 
14,318,11,'417945',1994,0,71,79,63 
15,319,11,'417945',1994,0.07,60,63,56 
16,320,11,'417945',1994,0,59,63,55 
17,321,11,'417945',1994,0,67,75,59 
18,322,11,'417945',1994,0.07,67,72,62 
19,323,11,'417945',1994,0.01,75,79,70 
20,324,11,'417945',1994,0,63,78,48 
21,325,11,'417945',1994,0,59,79,39 
22,326,11,'417945',1994,0,64,77,51 
23,327,11,'417945',1994,0.11,56,64,48 
24,328,11,'417945',1994,0.01,50,53,47 
25,329,11,'417945',1994,0,64,75,52 
26,330,11,'417945',1994,0,69,83,54 
27,331,11,'417945',1994,0,73,83,62 
28,332,11,'417945',1994,0,57,66,48 
29,333,11,'417945',1994,0,60,74,45 
30,334,11,'417945',1994,0,53,65,40 
1,335,12,'417945',1994,0,53,68,37 
2,336,12,'417945',1994,0.45,57,64,50 
3,337,12,'417945',1994,0.01,65,73,57 
4,338,12,'417945',1994,0,66,76,55 
5,339,12,'417945',1994,0,66,79,52 
6,340,12,'417945',1994,0,74,80,68 
7,341,12,'417945',1994,0.05,73,83,62 
8,342,12,'417945',1994,0.03,73,83,62 
9,343,12,'417945',1994,0.03,56,70,42 
10,344,12,'417945',1994,0,48,61,34 
11,345,12,'417945',1994,0,42,52,31 
12,346,12,'417945',1994,0,52,69,35 
13,347,12,'417945',1994,0,55,60,50 
14,348,12,'417945',1994,0.4,61,67,54 
15,349,12,'417945',1994,0.55,65,68,61 
16,350,12,'417945',1994,0,65,76,53 
17,351,12,'417945',1994,0,55,63,47 
18,352,12,'417945',1994,0,57,67,46 
19,353,12,'417945',1994,0,54,69,39 
20,354,12,'417945',1994,0,64,75,52 
21,355,12,'417945',1994,0,58,75,40 
22,356,12,'417945',1994,0,52,65,38 
23,357,12,'417945',1994,0,53,64,41 
24,358,12,'417945',1994,0,50,60,39 
25,359,12,'417945',1994,0,48,65,31 
26,360,12,'417945',1994,0,49,65,33 
27,361,12,'417945',1994,0.92,53,57,48 
28,362,12,'417945',1994,0.82,50,52,47 
29,363,12,'417945',1994,0,54,65,42 
30,364,12,'417945',1994,0,48,55,40 
31,365,12,'417945',1994,0.02,59,72,45 
1,1,1,'417945',1995,0,45,53,37 
2,2,1,'417945',1995,0.07,41,48,33 
3,3,1,'417945',1995,0,45,52,38 
4,4,1,'417945',1995,0,43,49,37 
5,5,1,'417945',1995,0.02,37,40,33 
6,6,1,'417945',1995,0.02,57,74,40 
7,7,1,'417945',1995,0,50,65,34 
8,8,1,'417945',1995,0,54,74,34 
9,9,1,'417945',1995,0,58,75,41 
10,10,1,'417945',1995,0,68,75,61 
11,11,1,'417945',1995,0.03,69,76,62 
12,12,1,'417945',1995,0,65,75,54 
13,13,1,'417945',1995,0,58,70,45 
14,14,1,'417945',1995,0,55,71,38 
15,15,1,'417945',1995,0,52,69,35 
16,16,1,'417945',1995,0,62,79,45 
17,17,1,'417945',1995,0.01,62,65,59 
18,18,1,'417945',1995,0,51,64,38 
19,19,1,'417945',1995,0,51,65,36 
20,20,1,'417945',1995,0,53,66,39 
21,21,1,'417945',1995,0,52,69,35 
22,22,1,'417945',1995,0,60,76,44 
23,23,1,'417945',1995,0,47,60,34 
24,24,1,'417945',1995,0,43,56,30 
25,25,1,'417945',1995,0.06,54,59,49 
26,26,1,'417945',1995,0.07,61,68,53 
27,27,1,'417945',1995,0,65,80,49 
28,28,1,'417945',1995,0,60,73,46 
29,29,1,'417945',1995,0,50,59,41 
30,30,1,'417945',1995,0,46,60,32 
31,31,1,'417945',1995,0,49,70,28 
1,32,2,'417945',1995,0,58,81,34 
2,33,2,'417945',1995,0,62,83,40 
3,34,2,'417945',1995,0,59,73,44 
4,35,2,'417945',1995,0,53,72,33 
5,36,2,'417945',1995,0,55,74,35 
6,37,2,'417945',1995,0,55,72,38 
7,38,2,'417945',1995,0.01,57,66,47 
8,39,2,'417945',1995,0,45,51,38 
9,40,2,'417945',1995,0,55,64,46 
10,41,2,'417945',1995,0,65,86,43 
11,42,2,'417945',1995,0.02,59,77,40 
12,43,2,'417945',1995,0.01,40,43,37 
13,44,2,'417945',1995,0.1,43,45,41 
14,45,2,'417945',1995,0.02,49,55,42 
15,46,2,'417945',1995,0,65,75,55 
16,47,2,'417945',1995,0,58,68,47 
17,48,2,'417945',1995,0,55,66,43 
18,49,2,'417945',1995,0,51,63,39 
19,50,2,'417945',1995,0,63,80,45 
20,51,2,'417945',1995,0,63,82,43 
21,52,2,'417945',1995,0,62,79,45 
22,53,2,'417945',1995,0,60,74,46 
23,54,2,'417945',1995,0,68,83,53 
24,55,2,'417945',1995,0.08,63,68,57 
25,56,2,'417945',1995,0.94,60,62,57 
26,57,2,'417945',1995,0,66,71,61 
27,58,2,'417945',1995,0.01,70,77,63 
28,59,2,'417945',1995,0,55,65,45 
1,60,3,'417945',1995,0.03,44,47,40 
2,61,3,'417945',1995,0.21,39,41,37 
3,62,3,'417945',1995,0,44,51,37 
4,63,3,'417945',1995,0,48,54,42 
5,64,3,'417945',1995,0,64,78,50 
6,65,3,'417945',1995,0.01,69,77,60 
7,66,3,'417945',1995,0.22,54,67,41 
8,67,3,'417945',1995,0,46,60,31 
9,68,3,'417945',1995,0,46,59,32 
10,69,3,'417945',1995,0,58,69,46 
11,70,3,'417945',1995,0,63,75,51 
12,71,3,'417945',1995,0.02,69,77,61 
13,72,3,'417945',1995,0.92,69,81,57 
14,73,3,'417945',1995,0,64,79,48 
15,74,3,'417945',1995,0.01,64,74,53 
16,75,3,'417945',1995,0,66,78,54 
17,76,3,'417945',1995,0,65,81,49 
18,77,3,'417945',1995,0,67,84,49 
19,78,3,'417945',1995,0,68,86,49 
20,79,3,'417945',1995,0,72,88,55 
21,80,3,'417945',1995,0,77,88,65 
22,81,3,'417945',1995,0,79,90,67 
23,82,3,'417945',1995,0,80,96,63 
24,83,3,'417945',1995,0,72,76,68 
25,84,3,'417945',1995,0,74,81,67 
26,85,3,'417945',1995,0,71,76,66 
27,86,3,'417945',1995,0,67,74,60 
28,87,3,'417945',1995,0,59,64,53 
29,88,3,'417945',1995,0.1,53,57,48 
30,89,3,'417945',1995,0,58,64,51 
31,90,3,'417945',1995,0.06,56,60,52 
1,91,4,'417945',1995,0,62,75,49 
2,92,4,'417945',1995,0,60,76,44 
3,93,4,'417945',1995,0.02,66,70,62 
4,94,4,'417945',1995,0.68,64,68,60 
5,95,4,'417945',1995,0.04,68,78,57 
6,96,4,'417945',1995,0,65,81,48 
7,97,4,'417945',1995,0,73,85,60 
8,98,4,'417945',1995,0,76,88,64 
9,99,4,'417945',1995,0,75,87,63 
10,100,4,'417945',1995,0.15,74,88,60 
11,101,4,'417945',1995,0,62,76,48 
12,102,4,'417945',1995,0,64,85,43 
13,103,4,'417945',1995,0,68,85,50 
14,104,4,'417945',1995,0,67,84,49 
15,105,4,'417945',1995,0,77,85,68 
16,106,4,'417945',1995,0.01,77,83,71 
17,107,4,'417945',1995,0,80,94,66 
18,108,4,'417945',1995,0.17,71,85,57 
19,109,4,'417945',1995,0,79,90,68 
20,110,4,'417945',1995,0,72,86,58 
21,111,4,'417945',1995,0,72,94,50 
22,112,4,'417945',1995,0,70,87,53 
23,113,4,'417945',1995,0,60,71,49 
24,114,4,'417945',1995,0,57,73,41 
25,115,4,'417945',1995,0,62,78,45 
26,116,4,'417945',1995,0,71,84,57 
27,117,4,'417945',1995,0,71,79,62 
28,118,4,'417945',1995,0,74,85,62 
29,119,4,'417945',1995,0,80,92,68 
30,120,4,'417945',1995,0,81,93,68 
1,121,5,'417945',1995,0,75,85,65 
2,122,5,'417945',1995,0,68,78,57 
3,123,5,'417945',1995,0.01,78,88,67 
4,124,5,'417945',1995,0,81,91,71 
5,125,5,'417945',1995,0,80,90,70 
6,126,5,'417945',1995,0,82,91,73 
7,127,5,'417945',1995,0,80,85,75 
8,128,5,'417945',1995,1.22,73,87,59 
9,129,5,'417945',1995,0,75,93,57 
10,130,5,'417945',1995,0,84,95,72 
11,131,5,'417945',1995,0,70,73,67 
12,132,5,'417945',1995,0,80,90,69 
13,133,5,'417945',1995,0,87,97,77 
14,134,5,'417945',1995,0,88,97,78 
15,135,5,'417945',1995,0,86,94,77 
16,136,5,'417945',1995,0,85,94,76 
17,137,5,'417945',1995,0.03,85,95,75 
18,138,5,'417945',1995,0,79,90,68 
19,139,5,'417945',1995,0,75,90,59 
20,140,5,'417945',1995,0,73,88,58 
21,141,5,'417945',1995,0,78,91,64 
22,142,5,'417945',1995,0,78,86,69 
23,143,5,'417945',1995,0,80,87,72 
24,144,5,'417945',1995,1.16,78,89,66 
25,145,5,'417945',1995,0,80,88,72 
26,146,5,'417945',1995,0,80,91,69 
27,147,5,'417945',1995,0.87,77,88,65 
28,148,5,'417945',1995,0,85,94,76 
29,149,5,'417945',1995,0.16,78,88,68 
30,150,5,'417945',1995,1.91,71,76,65 
31,151,5,'417945',1995,0,75,88,62 
1,152,6,'417945',1995,0,76,88,64 
2,153,6,'417945',1995,0,84,92,76 
3,154,6,'417945',1995,0,83,91,75 
4,155,6,'417945',1995,0,82,90,73 
5,156,6,'417945',1995,0,82,90,73 
6,157,6,'417945',1995,0,84,93,74 
7,158,6,'417945',1995,0,84,89,78 
8,159,6,'417945',1995,0,86,94,77 
9,160,6,'417945',1995,0,87,94,79 
10,161,6,'417945',1995,0.03,86,93,79 
11,162,6,'417945',1995,1.67,75,84,65 
12,163,6,'417945',1995,0,72,84,59 
13,164,6,'417945',1995,0,71,84,58 
14,165,6,'417945',1995,0,73,85,61 
15,166,6,'417945',1995,0,75,87,62 
16,167,6,'417945',1995,0,78,87,68 
17,168,6,'417945',1995,0,76,87,64 
18,169,6,'417945',1995,0,78,89,67 
19,170,6,'417945',1995,0.65,76,79,72 
20,171,6,'417945',1995,0,77,88,66 
21,172,6,'417945',1995,0,78,91,64 
22,173,6,'417945',1995,0,78,90,65 
23,174,6,'417945',1995,0,79,92,66 
24,175,6,'417945',1995,0,83,94,71 
25,176,6,'417945',1995,0,82,94,70 
26,177,6,'417945',1995,0,81,94,68 
27,178,6,'417945',1995,0,81,93,68 
28,179,6,'417945',1995,0.58,83,96,70 
29,180,6,'417945',1995,1.88,76,84,67 
30,181,6,'417945',1995,0,80,89,71 
1,182,7,'417945',1995,0,80,89,71 
2,183,7,'417945',1995,0,80,90,70 
3,184,7,'417945',1995,0.44,80,93,67 
4,185,7,'417945',1995,0.02,80,92,68 
5,186,7,'417945',1995,0,86,93,78 
6,187,7,'417945',1995,0.03,83,90,76 
7,188,7,'417945',1995,0,82,89,74 
8,189,7,'417945',1995,0,83,91,74 
9,190,7,'417945',1995,0,80,91,69 
10,191,7,'417945',1995,0,82,94,70 
11,192,7,'417945',1995,0,83,95,70 
12,193,7,'417945',1995,0,83,95,71 
13,194,7,'417945',1995,0,82,93,71 
14,195,7,'417945',1995,0,84,93,75 
15,196,7,'417945',1995,0,82,92,71 
16,197,7,'417945',1995,0,84,94,73 
17,198,7,'417945',1995,0,85,95,75 
18,199,7,'417945',1995,0,86,96,76 
19,200,7,'417945',1995,0,86,96,76 
20,201,7,'417945',1995,0,87,97,76 
21,202,7,'417945',1995,0,88,99,77 
22,203,7,'417945',1995,0,88,99,77 
23,204,7,'417945',1995,0,90,101,78 
24,205,7,'417945',1995,0,88,101,75 
25,206,7,'417945',1995,0,87,98,75 
26,207,7,'417945',1995,0,89,100,77 
27,208,7,'417945',1995,0,88,101,75 
28,209,7,'417945',1995,0,89,103,75 
29,210,7,'417945',1995,0.04,87,99,75 
30,211,7,'417945',1995,0.15,83,91,74 
31,212,7,'417945',1995,0.02,83,92,74 
1,213,8,'417945',1995,0,87,99,74 
2,214,8,'417945',1995,0.07,85,93,76 
3,215,8,'417945',1995,0,88,98,77 
4,216,8,'417945',1995,0,87,98,76 
5,217,8,'417945',1995,0,86,97,74 
6,218,8,'417945',1995,0,87,97,76 
7,219,8,'417945',1995,0.04,87,96,77 
8,220,8,'417945',1995,0,88,98,77 
9,221,8,'417945',1995,0,85,97,72 
10,222,8,'417945',1995,0,84,98,70 
11,223,8,'417945',1995,0,84,97,71 
12,224,8,'417945',1995,0.14,83,90,76 
13,225,8,'417945',1995,0,87,97,76 
14,226,8,'417945',1995,0.03,88,97,78 
15,227,8,'417945',1995,0,88,98,78 
16,228,8,'417945',1995,0,88,98,77 
17,229,8,'417945',1995,0,87,98,75 
18,230,8,'417945',1995,0,85,95,74 
19,231,8,'417945',1995,0,85,98,72 
20,232,8,'417945',1995,0,87,100,73 
21,233,8,'417945',1995,0,88,100,75 
22,234,8,'417945',1995,0,87,100,74 
23,235,8,'417945',1995,0.64,86,97,74 
24,236,8,'417945',1995,1.04,84,95,73 
25,237,8,'417945',1995,0,85,97,73 
26,238,8,'417945',1995,0,85,96,74 
27,239,8,'417945',1995,0,85,96,74 
28,240,8,'417945',1995,0.07,86,97,74 
29,241,8,'417945',1995,0,83,95,71 
30,242,8,'417945',1995,0,83,95,71 
31,243,8,'417945',1995,0,81,90,72 
1,244,9,'417945',1995,0,82,93,71 
2,245,9,'417945',1995,0,85,100,69 
3,246,9,'417945',1995,0,86,100,72 
4,247,9,'417945',1995,0,86,98,74 
5,248,9,'417945',1995,0,87,97,76 
6,249,9,'417945',1995,0,86,96,76 
7,250,9,'417945',1995,0.27,84,96,71 
8,251,9,'417945',1995,0,81,91,71 
9,252,9,'417945',1995,0,82,94,70 
10,253,9,'417945',1995,0,82,92,72 
11,254,9,'417945',1995,0,83,94,71 
12,255,9,'417945',1995,0,85,96,74 
13,256,9,'417945',1995,0,85,95,75 
14,257,9,'417945',1995,0,83,90,75 
15,258,9,'417945',1995,0,84,94,74 
16,259,9,'417945',1995,0,87,98,76 
17,260,9,'417945',1995,0,87,97,76 
18,261,9,'417945',1995,0,85,97,73 
19,262,9,'417945',1995,0.66,86,98,74 
20,263,9,'417945',1995,3.21,77,84,70 
21,264,9,'417945',1995,0.31,67,79,54 
22,265,9,'417945',1995,0.04,57,63,51 
23,266,9,'417945',1995,0,64,77,51 
24,267,9,'417945',1995,0,69,81,56 
25,268,9,'417945',1995,0,72,86,58 
26,269,9,'417945',1995,0,75,86,63 
27,270,9,'417945',1995,0,79,91,67 
28,271,9,'417945',1995,0,83,91,75 
29,272,9,'417945',1995,0,79,90,67 
30,273,9,'417945',1995,0,80,90,70 
1,274,10,'417945',1995,0,82,91,72 
2,275,10,'417945',1995,0,78,89,67 
3,276,10,'417945',1995,0,71,83,59 
4,277,10,'417945',1995,0,71,87,54 
5,278,10,'417945',1995,0,70,83,56 
6,279,10,'417945',1995,0,66,82,50 
7,280,10,'417945',1995,0,64,79,49 
8,281,10,'417945',1995,0,67,84,50 
9,282,10,'417945',1995,0,71,85,56 
10,283,10,'417945',1995,0,70,86,53 
11,284,10,'417945',1995,0,73,89,56 
12,285,10,'417945',1995,0,73,87,59 
13,286,10,'417945',1995,0,77,87,66 
14,287,10,'417945',1995,0,67,82,52 
15,288,10,'417945',1995,0,63,81,45 
16,289,10,'417945',1995,0,65,84,46 
17,290,10,'417945',1995,0,66,84,48 
18,291,10,'417945',1995,0,71,84,58 
19,292,10,'417945',1995,0,76,88,64 
20,293,10,'417945',1995,0,63,77,48 
21,294,10,'417945',1995,0,62,83,41 
22,295,10,'417945',1995,0,70,86,54 
23,296,10,'417945',1995,0,73,81,64 
24,297,10,'417945',1995,0,66,73,58 
25,298,10,'417945',1995,0,73,82,64 
26,299,10,'417945',1995,0,77,83,70 
27,300,10,'417945',1995,0,81,91,70 
28,301,10,'417945',1995,0,73,81,64 
29,302,10,'417945',1995,0.09,64,69,59 
30,303,10,'417945',1995,0,62,64,59 
31,304,10,'417945',1995,0.14,65,68,62 
1,305,11,'417945',1995,0.13,72,80,63 
2,306,11,'417945',1995,0,67,83,51 
3,307,11,'417945',1995,0,50,57,43 
4,308,11,'417945',1995,0,48,50,46 
5,309,11,'417945',1995,0.01,48,52,44 
6,310,11,'417945',1995,0,56,61,50 
7,311,11,'417945',1995,0,69,84,54 
8,312,11,'417945',1995,0,61,73,48 
9,313,11,'417945',1995,0,61,74,47 
10,314,11,'417945',1995,0,77,89,65 
11,315,11,'417945',1995,0,54,71,37 
12,316,11,'417945',1995,0,52,70,33 
13,317,11,'417945',1995,0,64,83,44 
14,318,11,'417945',1995,0,60,72,47 
15,319,11,'417945',1995,0,58,75,41 
16,320,11,'417945',1995,0.08,62,72,51 
17,321,11,'417945',1995,0.6,59,60,57 
18,322,11,'417945',1995,0,63,70,56 
19,323,11,'417945',1995,0,65,74,56 
20,324,11,'417945',1995,0,65,75,54 
21,325,11,'417945',1995,0,63,75,51 
22,326,11,'417945',1995,0,66,75,56 
23,327,11,'417945',1995,0,64,74,54 
24,328,11,'417945',1995,0,58,71,45 
25,329,11,'417945',1995,0,56,74,38 
26,330,11,'417945',1995,0,62,78,45 
27,331,11,'417945',1995,0,67,81,53 
28,332,11,'417945',1995,0,47,55,38 
29,333,11,'417945',1995,0,46,61,31 
30,334,11,'417945',1995,0,51,68,34 
1,335,12,'417945',1995,0,64,72,56 
2,336,12,'417945',1995,0,70,78,62 
3,337,12,'417945',1995,0,71,82,60 
4,338,12,'417945',1995,0,65,78,51 
5,339,12,'417945',1995,0,68,84,52 
6,340,12,'417945',1995,0,64,76,51 
7,341,12,'417945',1995,0,58,63,52 
8,342,12,'417945',1995,0.18,58,68,48 
9,343,12,'417945',1995,0,41,51,31 
10,344,12,'417945',1995,0,38,50,25 
11,345,12,'417945',1995,0,54,63,45 
12,346,12,'417945',1995,0,65,76,54 
13,347,12,'417945',1995,0,71,80,62 
14,348,12,'417945',1995,0,74,82,65 
15,349,12,'417945',1995,0,72,82,61 
16,350,12,'417945',1995,0.02,64,74,53 
17,351,12,'417945',1995,0.07,69,76,62 
18,352,12,'417945',1995,0.14,55,65,44 
19,353,12,'417945',1995,0,49,59,38 
20,354,12,'417945',1995,0,39,48,30 
21,355,12,'417945',1995,0.14,41,44,37 
22,356,12,'417945',1995,0.01,45,51,39 
23,357,12,'417945',1995,0,41,48,33 
24,358,12,'417945',1995,0,40,49,30 
25,359,12,'417945',1995,0,51,61,41 
26,360,12,'417945',1995,0,47,57,37 
27,361,12,'417945',1995,0,48,66,30 
28,362,12,'417945',1995,0,51,62,40 
29,363,12,'417945',1995,0.04,42,50,34 
30,364,12,'417945',1995,0.04,55,61,49 
31,365,12,'417945',1995,0,61,76,45 
1,1,1,'417945',1996,0,52,63,41 
2,2,1,'417945',1996,0,43,51,35 
3,3,1,'417945',1996,0,40,55,25 
4,4,1,'417945',1996,0,48,67,29 
5,5,1,'417945',1996,0,49,62,36 
6,6,1,'417945',1996,0,38,45,30 
7,7,1,'417945',1996,0,35,46,24 
8,8,1,'417945',1996,0,35,52,18 
9,9,1,'417945',1996,0,48,65,31 
10,10,1,'417945',1996,0,51,70,32 
11,11,1,'417945',1996,0,53,67,38 
12,12,1,'417945',1996,0,55,76,34 
13,13,1,'417945',1996,0,57,78,36 
14,14,1,'417945',1996,0,57,76,38 
15,15,1,'417945',1996,0,59,78,39 
16,16,1,'417945',1996,0,62,76,47 
17,17,1,'417945',1996,0,69,79,58 
18,18,1,'417945',1996,0,51,68,33 
19,19,1,'417945',1996,0,35,49,21 
20,20,1,'417945',1996,0,50,68,31 
21,21,1,'417945',1996,0,54,73,35 
22,22,1,'417945',1996,0,65,75,54 
23,23,1,'417945',1996,0,69,81,57 
24,24,1,'417945',1996,0,48,63,33 
25,25,1,'417945',1996,0,50,68,31 
26,26,1,'417945',1996,0,60,77,42 
27,27,1,'417945',1996,0,44,55,32 
28,28,1,'417945',1996,0,49,59,38 
29,29,1,'417945',1996,0,66,77,54 
30,30,1,'417945',1996,0,60,76,44 
31,31,1,'417945',1996,0,37,44,30 
1,32,2,'417945',1996,0,30,32,27 
2,33,2,'417945',1996,0,31,33,28 
3,34,2,'417945',1996,0,30,34,26 
4,35,2,'417945',1996,0,31,42,19 
5,36,2,'417945',1996,0,41,52,30 
6,37,2,'417945',1996,0,62,74,50 
7,38,2,'417945',1996,0,62,77,46 
8,39,2,'417945',1996,0,68,80,55 
9,40,2,'417945',1996,0,61,77,45 
10,41,2,'417945',1996,0,72,82,62 
11,42,2,'417945',1996,0,56,66,46 
12,43,2,'417945',1996,0,52,67,37 
13,44,2,'417945',1996,0,53,70,36 
14,45,2,'417945',1996,0,65,82,48 
15,46,2,'417945',1996,0,62,74,50 
16,47,2,'417945',1996,0,50,58,42 
17,48,2,'417945',1996,0,51,71,31 
18,49,2,'417945',1996,0,62,76,47 
19,50,2,'417945',1996,0,68,87,49 
20,51,2,'417945',1996,0,70,94,45 
21,52,2,'417945',1996,0,76,100,51 
22,53,2,'417945',1996,0,73,93,53 
23,54,2,'417945',1996,0,79,97,61 
24,55,2,'417945',1996,0,67,78,56 
25,56,2,'417945',1996,0,75,86,64 
26,57,2,'417945',1996,0,73,79,66 
27,58,2,'417945',1996,0,73,81,64 
28,59,2,'417945',1996,0,52,65,39 
29,60,2,'417945',1996,0.69,39,43,34 
1,61,3,'417945',1996,0,43,50,35 
2,62,3,'417945',1996,0,49,68,30 
3,63,3,'417945',1996,0,54,74,33 
4,64,3,'417945',1996,0.02,63,72,54 
5,65,3,'417945',1996,0,75,83,67 
6,66,3,'417945',1996,0,63,85,41 
7,67,3,'417945',1996,0,42,52,31 
8,68,3,'417945',1996,0,40,50,30 
9,69,3,'417945',1996,0,40,54,25 
10,70,3,'417945',1996,0,45,63,26 
11,71,3,'417945',1996,0,51,69,32 
12,72,3,'417945',1996,0,59,78,39 
